Record #,Easting,Northing,Elev,Trend
,(m),(m),(m),(°)
2019,396228,5259979,759,44
2020,387965,5259177,787,59
2021,411646,5286519,738,29
2022,411824,5286775,733,70
2023,407068,5283032,725,160
2024,408662,5281241,696,157
2025,409108,5281151,700,151
2026,409545,5281312,703,125
2027,409766,5281111,706,57
2028,410121,5281110,704,173
2029,409532,5280108,725,126
2030,408386,5276706,691,103
2031,409807,5276427,701,122
2032,410874,5275982,697,107
2033,411176,5275887,695,102
2034,408202,5273756,715,129
2035,407122,5271633,694,68
2036,407751,5271186,694,52
2037,409454,5266442,705,104
2038,409349,5265903,702,110
2039,409742,5265619,713,118
2040,409196,5264537,759,43
2041,408778,5264032,753,41
2042,408211,5263811,757,66
2043,408322,5263826,756,91
2044,393094,5264187,774,59
2045,390058,5264306,759,62
2046,388570,5265146,765,106
2047,388266,5265241,783,146
2048,388394,5265417,777,119
2049,388115,5265824,801,136
2050,388609,5265895,773,156
2051,390599,5264185,770,60
2052,394316,5261460,752,121
2053,390779,5260308,739,177
2054,390639,5260484,739,177
2055,397490,5273268,724,63
2056,397900,5273319,727,93
2057,398046,5273380,730,86
2058,400122,5273312,754,80
2059,401150,5272365,719,40
2060,401562,5272089,706,64
2061,402002,5272114,704,110
2062,402019,5272239,705,56
2063,400526,5270201,716,53
2064,399588,5269756,742,99
2065,395429,5283101,753,135
2066,395408,5282980,754,132
2067,395118,5284417,733,111
2068,380980,5278225,800,162
2069,380902,5278418,796,153
2070,380653,5279552,775,136
2071,386359,5284110,795,80
2072,386229,5284032,788,65
2073,387425,5284323,825,89
2074,388391,5284729,820,114
2075,396239,5287186,725,52
2076,356501,5252401,860,122
2077,357010,5254856,844,38
2078,357357,5256058,853,118
2079,357642,5256157,853,98
2080,357812,5256192,850,54
2081,360178,5259844,858,67
2082,361977,5262509,836,106
2083,362366,5265430,836,119
2084,362133,5265599,838,126
2085,370416,5258646,844,25
2086,371551,5258080,836,144
2087,371926,5257989,848,69
2088,373673,5258466,853,61
2089,374829,5259031,850,65
2090,376305,5259935,835,107
2091,373895,5263292,852,39
2092,375750,5269374,827,95
2093,375862,5269314,826,91
2094,375964,5269290,826,96
2095,379170,5274716,863,13
2096,379179,5275712,796,3
2097,378424,5276036,861,166
2098,378881,5276738,794,106
2099,334006,5258276,912,126
2100,380734,5263720,789,37
2101,379976,5263810,793,107
2102,379050,5263286,793,34
2103,333155,5259609,932,38
2104,337715,5257981,905,12
2105,343632,5260503,895,155
2106,338068,5260589,911,41
2107,336804,5260329,907,40
2108,337629,5261816,939,37
2109,337799,5263875,914,3
2110,337850,5263826,914,131
2111,337899,5263799,914,91
2112,338050,5263972,913,91
2113,338142,5263998,914,61
2114,336632,5267054,871,49
2115,337473,5267580,848,44
2116,337758,5267806,862,161
2117,338771,5269041,845,80
2118,344867,5268292,817,125
2119,345029,5268095,820,151
2120,345344,5267141,836,154
2121,343450,5262192,911,22
2122,396909,5268890,792,112
2123,396452,5267324,800,65
2124,395900,5269742,797,125
2125,395093,5269193,788,51
2126,393014,5272688,789,89
2127,394746,5276451,756,145
2128,398162,5279751,770,2
2129,398188,5279643,769,164
2130,401400,5280727,711,124
2131,401768,5281521,707,152
2132,401036,5282219,714,99
2133,402567,5284058,681,94
2134,393125,5283063,813,130
2135,392588,5283122,814,121
2136,391899,5283587,820,117
2137,391813,5283714,818,118
2138,391621,5284165,824,62
2139,390212,5284962,773,74
2140,390267,5284918,773,137
2141,390370,5286955,794,87
2142,384032,5264641,780,21
2143,383625,5266207,805,3
2144,382738,5266870,787,119
2145,383182,5267009,805,58
2146,380850,5266650,815,24
2147,380921,5266556,816,61
2148,381254,5267924,824,67
2149,381656,5267975,811,56
2150,380937,5271665,847,66
2151,383665,5269481,860,21
2152,370733,5277570,850,130
2153,371604,5276563,835,125
2154,382162,5280610,780,122
2155,382090,5280647,781,124
2156,382704,5281181,761,114
2157,391571,5285724,739,28
2158,394405,5286710,742,143
2159,398702,5281734,719,151
2160,380126,5263588,794,65
2161,379936,5263399,793,153
2162,377058,5262801,821,101
2163,374082,5261228,851,112
2164,374313,5259984,864,37
2165,375049,5259775,861,60
2166,373116,5255877,809,114
2167,373031,5255901,808,140
2168,372589,5260181,859,86
2169,373936,5264975,804,168
2170,373930,5265091,805,174
2171,373919,5265156,808,176
2172,373926,5265358,810,5
2173,373968,5265446,811,12
2174,369568,5262561,833,5
2175,382514,5265299,789,134
2176,375809,5258835,864,51
2177,374629,5258943,848,63
2178,388246,5287208,794,103
2179,387461,5286241,824,3
2180,387142,5286486,741,29
2181,386100,5285939,759,134
2182,386175,5285464,762,127
2183,387103,5282086,796,106
2184,387080,5281241,820,28
2185,386946,5280273,791,134
2186,386925,5280431,782,162
2187,387004,5280372,784,13
2188,385062,5278592,785,145
2189,384251,5278159,804,111
2190,384372,5278142,809,89
2191,382987,5278444,799,168
2192,381766,5278064,814,111
2193,379779,5278728,775,4
2194,377848,5280638,792,125
2195,377424,5280517,781,145
2196,377507,5280370,778,148
2197,376566,5281003,804,98
2198,375640,5277187,778,161
2199,375728,5276825,783,165
2200,374199,5276101,791,95
2201,369992,5275972,766,30
2202,372082,5273088,832,49
2203,372460,5271179,827,144
2204,372751,5271360,845,17
2205,373028,5271116,845,114
2206,372782,5270968,825,143
2207,372826,5270641,820,147
2208,373471,5269214,816,156
2209,365148,5247399,817,150
2210,364616,5247632,827,133
2211,364267,5248486,834,30
2212,364399,5248632,835,42
2213,364829,5249001,840,24
2214,358390,5246390,828,80
2215,355268,5244229,817,71
2216,351570,5245657,842,159
2217,347959,5244971,850,67
2218,343814,5247029,842,82
2219,343727,5247012,842,51
2220,343722,5246983,842,14
2221,358156,5253444,830,119
2222,358074,5253125,834,114
2223,358209,5252850,848,29
2224,357649,5253879,843,99
2225,357817,5253725,849,29
2226,357024,5253478,833,38
2227,357071,5252955,843,70
2228,361421,5254780,858,135
2229,372977,5257837,829,79
2230,373975,5257354,855,55
2231,383256,5252179,799,111
2232,382784,5250297,799,128
2233,382180,5252091,805,137
2234,378127,5255072,823,80
2235,367412,5246792,819,98
2236,367482,5246781,820,104
2237,367889,5247765,817,157
2238,368332,5249023,818,35
2239,361082,5255226,851,139
2240,361014,5255296,851,142
2241,360325,5255628,857,120
2242,362881,5258670,843,150
2243,360561,5258106,850,22
2244,334981,5265794,884,89
2245,372234,5273116,830,57
2246,392057,5249640,799,35
2247,392072,5249702,799,169
2248,392075,5249765,797,21
2249,391757,5249835,796,39
2250,391041,5249733,795,146
2251,390339,5249031,797,118
2252,389856,5249897,802,3
2253,389855,5249857,801,150
2254,388934,5249912,814,111
2255,388671,5251011,820,72
2256,388733,5251068,820,100
2257,388743,5251030,821,94
2258,387098,5251488,794,37
2259,385428,5250578,805,77
2260,385220,5250313,792,70
2261,384169,5249506,778,124
2262,383201,5247008,753,136
2263,381376,5249132,767,118
2264,381263,5249128,764,111
2265,375582,5247221,800,128
2266,375462,5247311,801,120
2267,371463,5249660,815,118
2268,364684,5248923,836,39
2269,361968,5244532,821,46
2270,358497,5247518,828,139
2271,357801,5247005,833,59
2272,357837,5247033,835,24
2273,357331,5248140,818,135
2274,357503,5249299,839,113
2275,355781,5249082,841,14
2276,359183,5252559,846,138
2277,401573,5252023,771,49
2278,400718,5252389,762,85
2279,400398,5252835,732,95
2280,399485,5253620,725,32
2281,402432,5257899,733,39
2282,401728,5257368,740,65
2283,401539,5257252,742,16
2284,401563,5257165,739,23
2285,401759,5257776,743,94
2286,402381,5258619,738,47
2287,397964,5257696,744,159
2288,397802,5257773,758,30
2289,396339,5256279,712,126
2290,394677,5252871,739,141
2291,394031,5253821,764,33
2292,395634,5254816,751,18
2293,396185,5258113,734,38
2294,411084,5268453,755,86
2295,411418,5268580,750,52
2296,408837,5273167,712,141
2297,373950,5268387,817,137
2298,349117,5267630,796,53
2299,408797,5273256,710,158
2300,398937,5249313,724,86
2301,399529,5249089,722,119
2302,399452,5249455,724,8
2303,399511,5249326,722,18
2304,398131,5252430,736,120
2305,397839,5257933,765,69
2306,397485,5259123,758,41
2307,397163,5259156,754,21
2308,398976,5266077,760,66
2309,398635,5267023,767,34
2310,350972,5257121,872,64
2311,350048,5259371,921,147
2312,349219,5268095,786,113
2313,351031,5268422,812,167
2314,351654,5268891,821,142
2315,390206,5271006,780,71
2316,390457,5271904,792,46
2317,392049,5271200,798,142
2318,391744,5271697,786,70
2319,381352,5273499,836,105
2320,379710,5273766,836,124
2321,379842,5273662,834,151
2322,379986,5273457,832,141
2323,381291,5272629,826,21
2324,370837,5275676,793,134
2325,371103,5275630,793,120
2326,419823,5279333,841,153
2327,419779,5278990,810,144
2328,425114,5275481,829,131
2329,425242,5275316,828,124
2330,425814,5274994,831,78
2331,426348,5274199,817,170
2332,428042,5269580,792,138
2333,428413,5269151,812,101
2334,431296,5266045,847,173
2335,346669,5267387,823,120
2336,346294,5267445,815,129
2337,347691,5267123,836,101
2338,348261,5266486,833,111
2339,349526,5266473,843,79
2340,350973,5267380,837,13
2341,352196,5268026,835,63
2342,366755,5267316,889,22
2343,367671,5266823,892,161
2344,368597,5266351,867,152
2345,369901,5266378,857,172
2346,371994,5267491,885,140
2347,370739,5265857,851,43
2348,367605,5265517,848,29
2349,367193,5265566,873,113
2350,367074,5265597,872,132
2351,366379,5265628,870,24
2352,361464,5264704,826,115
2353,369975,5250935,806,63
2354,369141,5256840,830,144
2355,369123,5256975,832,161
2356,368981,5257219,834,162
2357,368782,5257398,834,9
2358,368734,5257589,831,140
2359,369449,5257723,833,49
2360,369571,5257829,839,52
2361,369310,5258013,845,71
2362,370577,5258388,844,144
2363,371069,5258421,838,34
2364,371107,5258674,840,121
2365,371409,5258478,852,26
2366,368509,5259071,845,73
2367,368252,5258898,839,27
2368,372556,5258854,841,133
2369,375143,5257178,818,21
2370,394357,5254941,765,8
2371,403897,5270305,710,107
2372,404363,5270260,714,116
2373,405024,5270687,700,129
2374,393082,5270537,798,28
2375,380360,5270824,828,97
2376,379404,5270488,833,44
2377,377080,5268966,822,107
2378,374327,5268757,821,91
2379,373591,5268734,819,136
2380,367995,5270548,857,109
2381,367893,5270636,864,134
2382,365021,5272261,790,145
2383,364021,5272108,873,54
2384,363136,5272087,815,42
2385,361670,5270631,812,66
2386,361547,5270598,811,88
2387,361813,5270618,811,79
2388,361332,5270593,808,68
2389,356280,5266334,865,35
2390,354886,5266753,823,36
2391,358898,5264179,854,109
2392,346222,5256019,908,29
2393,343774,5257386,901,64
2394,343965,5257413,902,106
2395,343857,5257999,903,47
2396,366198,5272725,808,61
2397,366315,5272706,811,94
2398,366280,5272577,813,78
2399,366939,5272749,860,109
2400,363543,5274045,809,139
2401,353027,5266606,806,116
2402,351334,5266805,849,74
2403,346432,5266527,835,119
2404,339227,5262473,899,138
2405,338272,5262402,913,69
2406,338237,5263098,895,80
2407,336624,5263935,921,66
2408,336550,5263850,920,58
2409,329319,5274316,886,28
2410,329017,5273498,883,101
2411,328833,5273552,881,52
2412,328286,5273092,880,107
2413,328234,5273867,883,67
2414,333732,5277270,845,5
2415,330077,5254824,882,136
2416,330060,5254884,881,144
2417,330055,5254941,880,165
2418,330040,5255102,878,152
2419,329553,5255606,875,173
2420,328951,5257052,884,147
2421,330126,5257335,922,21
2422,329067,5260397,937,85
2423,328963,5260569,936,120
2424,327585,5261021,937,95
2425,327710,5261061,934,24
2426,327399,5262250,928,77
2427,324830,5262852,948,158
2428,328292,5262945,934,176
2429,328456,5262815,935,140
2430,328420,5262903,934,157
2431,328390,5263008,934,144
2432,328293,5263073,935,111
2433,330198,5263438,922,85
2434,338888,5258675,876,120
2435,340539,5262768,892,116
2436,341052,5265807,846,121
2437,341966,5266946,844,69
2438,344318,5269323,832,163
2439,344819,5270171,838,45
2440,345664,5270495,830,123
2441,348232,5270336,839,36
2442,351276,5272679,848,159
2443,360137,5248503,844,82
2444,360746,5248620,839,69
2445,357259,5248753,841,148
2446,357109,5248977,841,116
2447,355689,5249008,841,117
2448,354827,5249596,837,105
2449,359708,5249690,843,45
2450,365019,5249706,839,30
2451,363830,5250315,848,101
2452,363416,5250345,842,91
2453,354222,5250577,846,112
2454,354286,5250652,845,65
2455,353467,5250592,842,133
2456,337539,5251203,854,148
2457,340708,5251774,893,55
2458,342663,5251714,888,51
2459,351493,5251888,856,106
2460,352707,5251979,862,85
2461,352852,5251933,857,111
2462,352875,5251745,848,14
2463,352749,5251701,851,7
2464,352692,5251855,859,106
2465,352799,5251496,845,99
2466,353115,5251515,843,76
2467,353319,5251793,849,145
2468,352582,5252240,862,100
2469,354524,5251717,857,131
2470,390055,5286875,790,107
2471,332581,5271792,861,108
2472,385512,5291810,767,148
2473,385393,5293329,802,124
2474,388552,5294847,783,167
2475,393881,5297132,745,134
2476,397502,5292927,713,171
2477,401320,5285882,720,55
2478,399823,5281142,716,33
2479,401302,5281632,707,128
2480,327116,5238980,900,129
2481,327824,5238492,901,113
2482,327992,5238414,895,94
2483,328702,5235384,913,41
2484,332309,5233527,931,118
2485,353975,5240658,833,162
2486,332353,5275596,880,112
2487,332184,5275638,879,62
2488,331945,5273759,868,121
2489,332493,5273479,868,140
2490,332549,5270722,862,148
2491,331864,5270110,896,17
2492,331395,5269200,866,149
2493,332963,5265858,861,44
2494,331938,5265268,880,146
2495,328757,5267553,920,120
2496,327681,5267095,913,110
2497,326779,5267447,933,107
2498,326662,5267467,934,91
2499,325799,5268478,928,148
2500,325483,5268585,939,22
2501,326617,5267181,927,93
2502,387068,5256922,781,141
2503,387706,5256179,774,140
2504,390084,5256191,773,137
2505,390186,5256049,773,136
2506,331209,5268489,872,49
2507,332762,5269554,863,117
2508,333395,5269891,855,71
2509,335642,5269465,848,102
2510,335916,5269417,866,120
2511,336772,5269860,858,173
2512,338729,5269666,852,157
2513,339196,5269452,852,127
2514,340129,5269729,850,151
2515,385450,5286313,777,99
2516,385747,5286207,779,113
2517,386473,5285880,772,103
2518,390180,5286744,793,79
2519,391709,5288920,756,161
2520,391390,5289349,765,153
2521,391356,5289582,766,152
2522,391125,5290058,766,150
2523,390995,5290162,765,151
2524,390317,5290725,786,38
2525,390164,5290984,773,98
2526,390338,5291037,777,123
2527,390510,5290909,774,124
2528,390644,5290830,775,122
2529,389849,5291975,777,131
2530,394640,5291079,752,147
2531,394668,5290955,750,1
2532,394766,5291300,749,146
2533,394782,5291005,750,169
2534,394752,5290721,746,25
2535,394176,5290578,741,121
2536,394710,5290460,733,18
2537,394668,5290298,730,127
2538,395317,5290416,742,115
2539,396096,5290100,735,151
2540,395723,5292299,727,63
2541,407001,5299119,749,167
2542,411968,5295213,756,148
2543,409398,5279965,729,99
2544,408133,5279675,696,119
2545,407814,5279798,706,158
2546,367336,5245983,807,127
2547,367486,5246009,805,122
2548,367368,5246119,806,137
2549,368310,5246723,809,137
2550,371326,5247128,805,13
2551,372942,5249078,811,113
2552,373166,5248964,806,126
2553,376778,5250421,788,127
2554,378589,5250665,796,62
2555,377773,5250929,789,131
2556,369196,5250853,812,74
2557,368508,5250976,805,137
2558,375655,5255944,822,164
2559,377039,5256268,813,20
2560,378008,5256912,834,119
2561,373306,5262429,832,166
2562,373649,5262713,846,36
2563,375684,5263879,836,122
2564,373899,5265908,805,173
2565,373909,5266135,810,162
2566,376587,5268633,828,118
2567,371691,5271654,869,55
2568,371527,5272027,867,145
2569,371446,5272247,840,36
2570,371477,5272420,834,31
2571,366696,5276551,782,125
2572,363905,5275294,785,53
2573,363217,5275301,786,75
2574,358256,5266936,781,46
2575,358414,5267010,784,64
2576,355508,5265157,861,65
2577,349421,5260865,933,41
2578,349335,5260819,933,41
2579,349252,5260747,931,30
2580,349175,5260646,941,173
2581,348524,5261723,894,178
2582,348507,5261794,894,12
2583,344159,5270702,847,121
2584,342758,5271215,827,58
2585,348598,5260314,926,35
2586,348472,5260212,926,35
2587,346150,5260744,940,13
2588,340574,5271942,829,70
2589,341570,5273193,788,163
2590,354939,5276082,844,142
2591,357350,5276597,734,158
2592,367653,5277242,768,125
2593,371196,5279055,784,115
2594,371365,5279649,784,120
2595,371558,5279492,777,126
2596,377187,5282369,783,68
2597,387818,5288666,796,113
2598,388036,5288563,794,116
2599,391435,5292240,763,174
2600,351481,5272739,848,160
2601,374486,5283697,798,116
2602,374285,5283767,797,117
2603,374628,5284136,800,81
2604,376066,5286490,812,99
2605,416579,5292193,787,75
2606,416725,5292186,788,77
2607,416498,5291990,790,80
2608,415780,5278192,757,114
2609,415425,5278232,758,100
2610,414953,5277420,749,132
2611,415316,5276762,753,47
2612,410616,5273595,724,126
2613,404845,5273757,681,54
2614,404113,5273409,741,128
2615,402691,5273674,749,73
2616,402903,5273768,748,72
2617,403150,5273887,747,69
2618,403504,5273973,747,76
2619,396735,5277350,742,45
2620,396511,5276610,745,120
2621,396298,5276746,745,120
2622,395900,5281000,757,127
2623,395218,5281762,780,121
2624,395020,5281853,783,142
2625,394289,5282495,772,129
2626,393025,5282955,804,105
2627,392908,5283134,806,118
2628,387959,5282621,823,47
2629,387869,5282552,827,40
2630,388476,5286749,777,164
2631,392095,5288473,760,117
2632,392502,5292969,762,164
2633,392443,5288179,756,129
2634,390573,5287267,778,115
2635,385964,5284642,756,142
2636,383464,5287998,779,130
2637,365066,5250271,828,178
2638,363301,5256864,836,58
2639,351483,5264834,880,114
2640,348176,5270228,844,48
2641,336822,5274207,840,87
2642,337124,5274145,841,115
2643,339251,5276367,832,88
2644,339407,5276327,855,94
2645,340157,5276117,852,127
2646,341395,5277627,832,61
2647,341207,5277569,843,75
2648,341812,5276438,858,119
2649,341725,5276521,854,126
2650,341647,5276588,860,116
2651,341855,5276105,834,137
2652,341777,5276171,839,121
2653,327144,5275094,935,158
2654,326555,5269322,958,151
2655,326177,5260578,933,151
2656,327227,5261019,937,102
2657,327043,5261015,945,160
2658,328134,5259944,928,33
2659,328338,5259923,939,98
2660,328836,5266267,915,96
2661,327418,5267291,923,91
2662,325882,5267645,954,25
2663,325816,5268001,953,126
2664,345654,5267133,835,79
2665,346987,5265253,850,31
2666,346416,5265465,830,125
2667,346657,5266609,831,24
2668,346635,5266520,832,179
2669,344910,5264075,868,17
2670,371311,5247049,805,160
2671,371923,5245545,799,176
2672,376974,5247551,795,4
2673,376897,5247578,794,129
2674,376078,5246903,798,115
2675,375870,5247042,798,121
2676,374824,5247328,806,55
2677,374719,5247374,807,44
2678,373401,5246492,810,110
2679,351481,5272739,848,160
2680,402985,5251207,782,76
2681,399404,5251736,727,26
2682,397299,5257184,756,81
2683,397046,5257074,758,48
2684,396262,5260253,766,119
2685,395133,5261078,785,57
2686,396707,5262492,713,62
2687,389824,5263976,795,49
2688,387381,5265060,775,135
2689,377611,5264783,820,23
2690,377651,5264924,822,14
2691,376283,5265274,813,37
2692,376706,5268564,828,110
2693,376268,5269891,824,62
2694,382581,5271647,806,123
2695,382394,5271591,824,168
2696,382210,5271864,814,103
2697,385047,5273743,832,65
2698,393151,5278209,756,67
2699,378624,5277335,790,178
2700,380252,5278355,824,121
2701,381237,5278325,782,107
2702,385414,5278971,786,34
2703,386904,5282110,787,157
2704,386484,5284490,835,85
2705,335342,5259000,900,115
2706,333194,5259825,945,35
2707,329336,5262855,914,172
2708,334670,5264863,906,109
2709,337201,5266694,906,89
2710,343427,5265826,857,124
2711,349551,5265660,834,58
2712,353219,5263330,861,75
2713,356788,5263759,840,154
2714,361290,5262297,860,174
2715,366721,5263276,880,76
2716,366647,5263237,879,18
2717,367590,5262838,860,44
2718,347880,5266648,829,73
2719,361704,5268171,802,77
2720,361967,5268176,800,115
2721,362465,5268015,790,104
2722,415544,5281175,777,35
2723,414659,5283395,759,64
2724,414493,5283345,767,78
2725,418311,5284783,767,174
2726,414924,5284415,766,60
2727,413417,5283403,739,72
2728,413507,5283405,742,98
2729,413648,5283316,734,44
2730,412540,5283031,782,97
2731,411746,5281726,740,111
2732,411351,5281123,739,110
2733,408306,5280539,694,167
2734,407967,5280771,718,44
2735,408333,5280772,686,114
2736,407739,5280999,681,99
2737,408074,5281091,686,29
2738,408617,5282931,728,112
2739,417430,5285153,760,23
2740,420878,5281066,829,69
2741,421704,5282389,815,28
2742,423347,5282983,825,69
2743,423286,5282810,828,62
2744,423679,5282762,822,22
2745,425052,5282133,833,112
2746,425170,5282116,831,124
2747,425283,5282090,829,117
2748,425424,5281997,827,114
2749,425461,5282115,828,118
2750,375502,5274913,890,51
2751,375303,5274900,892,85
2752,373763,5273907,874,80
2753,371971,5272241,835,19
2754,370886,5270999,845,155
2755,370871,5271129,845,144
2756,371025,5270759,840,170
2757,370600,5270421,838,153
2758,369366,5269925,841,72
2759,335504,5245746,888,43
2760,333327,5245933,859,110
2761,334695,5251354,895,69
2762,334569,5251303,903,49
2763,335221,5251699,869,133
2764,335509,5252777,859,121
2765,334177,5254382,876,77
2766,334469,5254284,868,153
2767,333419,5255066,882,15
2768,334032,5258412,910,162
2769,333727,5260708,914,81
2770,332276,5261297,913,42
2771,332718,5262218,927,50
2772,334017,5262647,922,135
2773,340170,5261762,904,175
2774,392877,5270756,775,169
2775,341918,5260718,910,148
2776,341970,5260577,911,168
2777,348935,5259189,899,130
2778,349106,5259138,900,115
2779,349141,5259239,903,105
2780,349196,5259350,901,81
2781,351999,5259974,879,33
2782,357483,5255784,849,162
2783,358564,5253922,837,88
2784,336989,5278019,837,166
2785,339785,5277605,838,46
2786,340164,5277710,858,78
2787,340205,5277727,858,42
2788,341414,5277543,844,115
2789,342144,5277175,846,40
2790,344922,5272007,827,128
2791,344804,5270616,837,9
2792,344748,5270524,836,50
2793,342411,5269536,846,55
2794,341303,5270742,844,166
2795,341873,5271955,836,135
2796,342050,5272415,847,58
2797,358501,5270237,819,129
2798,364969,5269048,884,94
2799,369978,5260997,882,17
2800,370925,5259595,850,48
2801,370707,5259450,853,53
2802,370226,5259110,844,177
2803,370268,5259014,843,148
2804,370399,5258909,844,123
2805,374065,5258968,863,80
2806,397112,5269970,777,104
2807,397586,5269788,771,126
2808,397655,5269824,769,89
2809,397800,5269657,765,71
2810,398725,5276733,727,96
2811,398225,5279409,766,178
2812,345885,5253338,872,156
2813,347563,5252919,877,127
2814,395641,5279184,734,151
2815,354589,5250118,848,112
2816,351461,5255516,862,82
2817,351733,5255584,864,47
2818,351420,5255783,864,130
2819,352450,5258070,883,138
2820,348880,5258429,891,50
2821,347038,5261835,883,159
2822,347661,5262133,908,4
2823,347649,5262019,912,8
2824,344096,5263579,893,40
2825,343662,5263862,900,136
2826,419671,5296611,774,127
2827,417051,5295370,793,9
2828,422941,5300955,770,138
2829,422511,5295124,767,148
2830,420869,5288334,784,38
2831,419503,5284533,759,169
2832,417141,5283957,778,4
2833,413281,5291134,744,161
2834,404987,5284948,695,126
2835,397886,5274098,724,103
2836,397847,5274199,727,75
2837,397776,5274188,724,13
2838,374856,5275271,853,64
2839,423015,5300781,769,127
2840,323674,5274077,904,158
2841,361983,5256986,836,112
2842,362325,5256692,847,46
2843,362220,5256708,845,77
2844,362291,5256788,844,35
2845,361825,5256997,840,104
2846,361268,5257280,844,134
2847,361315,5257589,853,108
2848,361019,5257606,836,138
2849,361331,5257952,845,100
2850,361184,5258046,840,80
2851,361643,5258265,853,136
2852,360810,5258755,847,13
2853,360775,5258612,853,169
2854,360708,5258811,848,168
2855,360730,5258968,851,173
2856,356941,5256574,852,130
2857,356863,5256453,852,133
2858,356985,5256325,852,128
2859,357824,5255453,835,118
2860,359477,5256180,855,160
2861,359879,5256605,859,170
2862,360733,5255432,850,126
2863,360126,5257304,844,54
2864,365144,5266054,884,66
2865,365270,5266613,877,69
2866,356819,5262895,867,172
2867,357361,5262589,868,84
2868,357375,5262621,863,115
2869,357878,5262540,863,123
2870,359271,5262179,842,147
2871,359186,5262367,844,146
2872,369443,5243493,801,108
2873,377581,5242570,773,139
2874,396289,5244173,745,3
2875,399781,5244109,762,47
2876,404910,5242463,805,140
2877,407018,5244415,812,83
2878,406984,5245735,824,3
2879,400578,5250082,769,47
2880,400644,5250169,768,20
2881,401488,5257737,744,52
2882,402303,5258156,736,18
2883,402758,5258018,752,60
2884,403176,5260008,739,30
2885,403057,5259813,737,21
2886,403382,5260205,748,44
2887,404817,5264200,742,162
2888,400427,5266230,742,108
2889,399990,5266350,742,97
2890,399867,5266279,741,68
2891,400075,5264335,752,167
2892,404497,5255167,805,80
2893,404428,5255175,804,118
2894,404364,5255229,804,126
2895,404599,5255158,804,123
2896,404737,5255072,802,122
2897,404866,5255026,799,113
2898,404669,5254966,798,92
2899,404669,5255697,775,120
2900,404883,5255602,775,118
2901,404557,5255786,768,126
2902,404469,5255972,766,165
2903,404501,5255860,766,153
2904,402361,5257725,726,27
2905,405479,5255632,788,132
2906,402234,5256255,748,165
2907,396579,5272030,774,82
2908,391184,5274786,811,57
2909,391100,5274584,817,32
2910,389592,5275550,813,53
2911,389767,5275468,813,46
2912,387716,5274670,843,105
2913,387543,5274632,826,164
2914,342285,5257591,892,89
2915,348205,5268053,825,114
2916,341818,5257941,906,78
2917,341067,5258711,906,112
2918,342237,5259136,900,175
2919,342263,5259179,900,23
2920,343114,5260604,900,55
2921,339598,5254532,897,116
2922,339136,5254549,886,178
2923,417089,5276785,822,5
2924,417433,5276565,808,54
2925,419932,5279629,837,147
2926,412072,5260408,823,157
2927,416834,5263760,741,30
2928,418126,5261693,787,157
2929,417875,5261785,788,143
2930,418282,5261247,811,92
2931,420456,5259876,791,129
2932,374268,5256727,826,142
2933,334635,5262620,920,121
2934,334042,5262937,906,151
2935,334683,5266955,849,112
2936,335115,5267710,860,122
2937,335360,5269220,850,68
2938,336615,5269375,854,24
2939,338836,5270193,869,61
2940,339628,5270009,840,131
2941,344092,5271892,814,105
